Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet
2012-10-01 00:00;2012-11-01 00:00;okt-12;2.2;Y
2012-11-01 00:00;2012-12-01 00:00;nov-12;0.1;Y
2012-12-01 00:00;2013-01-01 00:00;dec-12;-11.2;Y
2013-01-01 00:00;2013-02-01 00:00;jan-13;-8.9;Y
2013-02-01 00:00;2013-03-01 00:00;feb-13;-7.2;Y
2013-03-01 00:00;2013-04-01 00:00;mar-13;-9.0;Y
2013-04-01 00:00;2013-05-01 00:00;apr-13;0.4;Y
2013-05-01 00:00;2013-06-01 00:00;maj-13;9.8;Y
2013-06-01 00:00;2013-07-01 00:00;jun-13;14.4;Y
2013-07-01 00:00;2013-08-01 00:00;jul-13;15.4;Y
2013-08-01 00:00;2013-09-01 00:00;aug-13;15.2;Y
2013-09-01 00:00;2013-10-01 00:00;sep-13;11.3;Y
2013-10-01 00:00;2013-11-01 00:00;okt-13;3.7;Y
2013-11-01 00:00;2013-12-01 00:00;nov-13;-2.2;Y
2013-12-01 00:00;2014-01-01 00:00;dec-13;-3.0;Y
2014-01-01 00:00;2014-02-01 00:00;jan-14;-11.2;Y
2014-02-01 00:00;2014-03-01 00:00;feb-14;-1.3;Y
2014-03-01 00:00;2014-04-01 00:00;mar-14;-0.2;Y
2014-04-01 00:00;2014-05-01 00:00;apr-14;2.6;Y
2014-05-01 00:00;2014-06-01 00:00;maj-14;7.5;Y
2014-06-01 00:00;2014-07-01 00:00;jun-14;11.6;Y
2014-07-01 00:00;2014-08-01 00:00;jul-14;19.5;Y
2014-08-01 00:00;2014-09-01 00:00;aug-14;15.7;Y
2014-09-01 00:00;2014-10-01 00:00;sep-14;10.5;Y
2014-10-01 00:00;2014-11-01 00:00;okt-14;2.9;Y
2014-11-01 00:00;2014-12-01 00:00;nov-14;-3.2;Y
2014-12-01 00:00;2015-01-01 00:00;dec-14;-5.0;Y
2015-01-01 00:00;2015-02-01 00:00;jan-15;-8.7;Y
2015-02-01 00:00;2015-03-01 00:00;feb-15;-2.8;Y
2015-03-01 00:00;2015-04-01 00:00;mar-15;-0.1;Y
2015-04-01 00:00;2015-05-01 00:00;apr-15;3.0;Y
2015-05-01 00:00;2015-06-01 00:00;maj-15;6.7;Y
2015-06-01 00:00;2015-07-01 00:00;jun-15;11.6;Y
2015-07-01 00:00;2015-08-01 00:00;jul-15;14.6;Y
2015-08-01 00:00;2015-09-01 00:00;aug-15;15.7;Y
2015-09-01 00:00;2015-10-01 00:00;sep-15;11.5;Y
2015-10-01 00:00;2015-11-01 00:00;okt-15;3.8;Y
2015-11-01 00:00;2015-12-01 00:00;nov-15;1.3;Y
2015-12-01 00:00;2016-01-01 00:00;dec-15;-3.1;Y
2016-01-01 00:00;2016-02-01 00:00;jan-16;-14.1;Y
2016-02-01 00:00;2016-03-01 00:00;feb-16;-6.8;Y
2016-03-01 00:00;2016-04-01 00:00;mar-16;-2.3;Y
2016-04-01 00:00;2016-05-01 00:00;apr-16;1.6;Y
2016-05-01 00:00;2016-06-01 00:00;maj-16;9.3;Y
2016-06-01 00:00;2016-07-01 00:00;jun-16;12.6;Y
2016-07-01 00:00;2016-08-01 00:00;jul-16;16.7;Y
2016-08-01 00:00;2016-09-01 00:00;aug-16;13.7;Y
2016-09-01 00:00;2016-10-01 00:00;sep-16;10.6;Y
2016-10-01 00:00;2016-11-01 00:00;okt-16;3.7;Y
2016-11-01 00:00;2016-12-01 00:00;nov-16;-3.0;Y
2016-12-01 00:00;2017-01-01 00:00;dec-16;-5.0;Y
2017-01-01 00:00;2017-02-01 00:00;jan-17;-5.7;Y
2017-02-01 00:00;2017-03-01 00:00;feb-17;-6.3;Y
2017-03-01 00:00;2017-04-01 00:00;mar-17;-3.8;Y
2017-04-01 00:00;2017-05-01 00:00;apr-17;-0.2;Y
2017-05-01 00:00;2017-06-01 00:00;maj-17;5.4;Y
2017-06-01 00:00;2017-07-01 00:00;jun-17;12.1;Y
2017-07-01 00:00;2017-08-01 00:00;jul-17;14.5;Y
2017-08-01 00:00;2017-09-01 00:00;aug-17;13.4;Y
2017-09-01 00:00;2017-10-01 00:00;sep-17;9.3;Y
2017-10-01 00:00;2017-11-01 00:00;okt-17;3.6;Y
2017-11-01 00:00;2017-12-01 00:00;nov-17;-2.7;Y
2017-12-01 00:00;2018-01-01 00:00;dec-17;-7.2;Y
2018-01-01 00:00;2018-02-01 00:00;jan-18;-9.8;Y
2018-02-01 00:00;2018-03-01 00:00;feb-18;-12.6;Y
2018-03-01 00:00;2018-04-01 00:00;mar-18;-7.5;Y
2018-04-01 00:00;2018-05-01 00:00;apr-18;0.4;Y
2018-05-01 00:00;2018-06-01 00:00;maj-18;10.2;Y
2018-06-01 00:00;2018-07-01 00:00;jun-18;12.1;Y
2018-07-01 00:00;2018-08-01 00:00;jul-18;20.3;Y
2018-08-01 00:00;2018-09-01 00:00;aug-18;15.3;Y
2018-09-01 00:00;2018-10-01 00:00;sep-18;10.1;Y
2018-10-01 00:00;2018-11-01 00:00;okt-18;3.2;Y
2018-11-01 00:00;2018-12-01 00:00;nov-18;0.2;Y
2018-12-01 00:00;2019-01-01 00:00;dec-18;-7.3;Y
2019-01-01 00:00;2019-02-01 00:00;jan-19;-13.1;Y
2019-02-01 00:00;2019-03-01 00:00;feb-19;-8.1;Y
2019-03-01 00:00;2019-04-01 00:00;mar-19;-3.7;Y
2019-04-01 00:00;2019-05-01 00:00;apr-19;3.1;Y
2019-05-01 00:00;2019-06-01 00:00;maj-19;6.8;Y
2019-06-01 00:00;2019-07-01 00:00;jun-19;13.7;Y
2019-07-01 00:00;2019-08-01 00:00;jul-19;15.6;Y
2019-08-01 00:00;2019-09-01 00:00;aug-19;14.8;Y
2019-09-01 00:00;2019-10-01 00:00;sep-19;8.7;Y
2019-10-01 00:00;2019-11-01 00:00;okt-19;0.6;Y
2019-11-01 00:00;2019-12-01 00:00;nov-19;-5.2;Y
2019-12-01 00:00;2020-01-01 00:00;dec-19;-3.3;Y
2020-01-01 00:00;2020-02-01 00:00;jan-20;-3.0;Y
2020-02-01 00:00;2020-03-01 00:00;feb-20;-5.6;Y
2020-03-01 00:00;2020-04-01 00:00;mar-20;-1.8;Y
2020-04-01 00:00;2020-05-01 00:00;apr-20;1.4;Y
2020-05-01 00:00;2020-06-01 00:00;maj-20;6.7;Y
2020-06-01 00:00;2020-07-01 00:00;jun-20;16.6;Y
2020-07-01 00:00;2020-08-01 00:00;jul-20;14.6;Y
2020-08-01 00:00;2020-09-01 00:00;aug-20;14.7;Y
2020-09-01 00:00;2020-10-01 00:00;sep-20;10.3;Y
2020-10-01 00:00;2020-11-01 00:00;okt-20;4.4;Y
2020-11-01 00:00;2020-12-01 00:00;nov-20;1.8;Y
2020-12-01 00:00;2021-01-01 00:00;dec-20;-0.6;Y
2021-01-01 00:00;2021-02-01 00:00;jan-21;-11.3;Y
2021-02-01 00:00;2021-03-01 00:00;feb-21;-10.0;Y
2021-03-01 00:00;2021-04-01 00:00;mar-21;-2.4;Y
2021-04-01 00:00;2021-05-01 00:00;apr-21;1.7;Y
2021-05-01 00:00;2021-06-01 00:00;maj-21;6.3;Y
2021-06-01 00:00;2021-07-01 00:00;jun-21;15.2;Y
2021-07-01 00:00;2021-08-01 00:00;jul-21;18.6;Y
2021-08-01 00:00;2021-09-01 00:00;aug-21;13.9;Y
2021-09-01 00:00;2021-10-01 00:00;sep-21;8.3;Y
2021-10-01 00:00;2021-11-01 00:00;okt-21;3.7;Y
2021-11-01 00:00;2021-12-01 00:00;nov-21;-3.6;Y
2021-12-01 00:00;2022-01-01 00:00;dec-21;-9.2;Y
2022-01-01 00:00;2022-02-01 00:00;jan-22;-6.5;Y
2022-02-01 00:00;2022-03-01 00:00;feb-22;-7.7;Y
2022-03-01 00:00;2022-04-01 00:00;mar-22;-1.9;Y
2022-04-01 00:00;2022-05-01 00:00;apr-22;0.4;Y
2022-05-01 00:00;2022-06-01 00:00;maj-22;7.6;Y
2022-06-01 00:00;2022-07-01 00:00;jun-22;14.6;Y
2022-07-01 00:00;2022-08-01 00:00;jul-22;16.7;Y
2022-08-01 00:00;2022-09-01 00:00;aug-22;15.2;Y
2022-09-01 00:00;2022-10-01 00:00;sep-22;9.0;Y
2022-10-01 00:00;2022-11-01 00:00;okt-22;5.1;Y
2022-11-01 00:00;2022-12-01 00:00;nov-22;-2.0;Y
2022-12-01 00:00;2023-01-01 00:00;dec-22;-7.7;Y
2023-01-01 00:00;2023-02-01 00:00;jan-23;-5.1;Y
2023-02-01 00:00;2023-03-01 00:00;feb-23;-5.3;Y
2023-03-01 00:00;2023-04-01 00:00;mar-23;-7.1;Y
2023-04-01 00:00;2023-05-01 00:00;apr-23;0.7;Y
2023-05-01 00:00;2023-06-01 00:00;maj-23;7.6;Y
2023-06-01 00:00;2023-07-01 00:00;jun-23;14.7;Y
2023-07-01 00:00;2023-08-01 00:00;jul-23;15.8;Y
2023-08-01 00:00;2023-09-01 00:00;aug-23;16.3;Y
2023-09-01 00:00;2023-10-01 00:00;sep-23;11.6;Y
